STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,HLY-CLDH-NORMAL,Completeness Flag,HLY-HTDH-NORMAL,Completeness Flag,HLY-PRES-10PCTL,Completeness Flag,HLY-PRES-90PCTL,Completeness Flag,HLY-PRES-NORMAL,Completeness Flag,HLY-CLOD-PCTBKN,Completeness Flag,HLY-CLOD-PCTCLR,Completeness Flag,HLY-CLOD-PCTFEW,Completeness Flag,HLY-CLOD-PCTOVC,Completeness Flag,HLY-CLOD-PCTSCT,Completeness Flag,HLY-DEWP-10PCTL,Completeness Flag,HLY-DEWP-90PCTL,Completeness Flag,HLY-DEWP-NORMAL,Completeness Flag,HLY-HIDX-NORMAL,Completeness Flag,HLY-TEMP-10PCTL,Completeness Flag,HLY-TEMP-90PCTL,Completeness Flag,HLY-TEMP-NORMAL,Completeness Flag,HLY-WCHL-NORMAL,Completeness Flag,HLY-WIND-AVGSPD,Completeness Flag,HLY-WIND-VCTDIR,Completeness Flag,HLY-WIND-VCTSPD,Completeness Flag,HLY-WIND-PCTCLM,Completeness Flag,HLY-WIND-1STDIR,Completeness Flag,HLY-WIND-1STPCT,Completeness Flag,HLY-WIND-2NDDIR,Completeness Flag,HLY-WIND-2NDPCT,Completeness Flag
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100101 10:00,0,C,390,C,10082,C,10321,C,10204,C,155,C,132,C,96,C,538,C,80,C,-9,C,351,C,192,C,260,C,104,C,392,C,260,C,162,C,114,C,258,C,45,C,14,C,7,C,207,C,6,C,186,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100101 11:00,0,C,375,C,10074,C,10318,C,10200,C,163,C,150,C,91,C,544,C,52,C,10,C,351,C,196,C,275,C,122,C,410,C,275,C,178,C,119,C,255,C,48,C,9,C,6,C,215,C,7,C,210,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100101 12:00,0,C,363,C,10067,C,10309,C,10192,C,179,C,119,C,114,C,540,C,49,C,19,C,351,C,200,C,287,C,140,C,421,C,287,C,191,C,122,C,255,C,52,C,11,C,6,C,232,C,7,C,210,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100101 13:00,0,C,355,C,10064,C,10303,C,10187,C,175,C,112,C,103,C,551,C,58,C,19,C,356,C,204,C,295,C,160,C,430,C,295,C,202,C,120,C,255,C,53,C,2,C,6,C,251,C,7,C,233,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100101 14:00,0,C,350,C,10059,C,10299,C,10184,C,174,C,117,C,106,C,540,C,63,C,30,C,356,C,206,C,300,C,171,C,428,C,300,C,207,C,120,C,254,C,52,C,18,C,7,C,238,C,6,C,224,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100101 15:00,0,C,351,C,10055,C,10301,C,10185,C,139,C,112,C,112,C,572,C,65,C,30,C,356,C,206,C,299,C,160,C,428,C,299,C,207,C,120,C,254,C,51,C,11,C,7,C,254,C,6,C,213,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100101 16:00,-7777,C,358,C,10060,C,10301,C,10188,C,164,C,94,C,123,C,547,C,72,C,30,C,351,C,205,C,292,C,151,C,421,C,292,C,200,C,115,C,259,C,46,C,13,C,7,C,253,C,6,C,208,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100101 17:00,-7777,C,369,C,10062,C,10301,C,10190,C,153,C,111,C,115,C,560,C,61,C,30,C,356,C,206,C,281,C,129,C,421,C,281,C,189,C,110,C,256,C,40,C,9,C,7,C,242,C,6,C,186,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100101 18:00,0,C,376,C,10070,C,10304,C,10193,C,118,C,141,C,109,C,580,C,52,C,30,C,351,C,205,C,274,C,129,C,410,C,274,C,181,C,108,C,255,C,38,C,9,C,7,C,235,C,6,C,186,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100101 19:00,0,C,382,C,10071,C,10303,C,10194,C,124,C,178,C,81,C,583,C,34,C,19,C,351,C,203,C,268,C,109,C,410,C,268,C,176,C,108,C,255,C,39,C,20,C,7,C,196,C,6,C,181,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100101 20:00,0,C,386,C,10074,C,10304,C,10194,C,109,C,176,C,81,C,575,C,59,C,10,C,351,C,201,C,264,C,104,C,399,C,264,C,170,C,109,C,255,C,41,C,20,C,7,C,209,C,6,C,205,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100101 21:00,0,C,390,C,10069,C,10301,C,10194,C,111,C,174,C,84,C,580,C,52,C,10,C,351,C,199,C,260,C,100,C,399,C,260,C,165,C,107,C,256,C,40,C,11,C,7,C,222,C,6,C,194,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100101 22:00,0,C,394,C,10067,C,10301,C,10194,C,114,C,186,C,76,C,587,C,36,C,0,C,340,C,197,C,256,C,90,C,392,C,256,C,163,C,106,C,256,C,42,C,23,C,7,C,233,C,6,C,204,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100101 23:00,0,C,398,C,10067,C,10301,C,10193,C,141,C,190,C,76,C,549,C,45,C,0,C,340,C,194,C,252,C,90,C,392,C,252,C,159,C,104,C,259,C,43,C,23,C,6,C,223,C,7,C,213,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100102 00:00,0,C,403,C,10068,C,10301,C,10192,C,113,C,197,C,75,C,537,C,77,C,-9,C,340,C,190,C,247,C,81,C,390,C,247,C,154,C,103,C,262,C,43,C,32,C,7,C,216,C,6,C,214,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100102 01:00,0,C,407,C,10074,C,10301,C,10190,C,127,C,211,C,73,C,537,C,52,C,-9,C,340,C,188,C,243,C,70,C,390,C,243,C,150,C,102,C,263,C,43,C,45,C,7,C,216,C,6,C,205,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100102 02:00,0,C,409,C,10075,C,10304,C,10192,C,130,C,222,C,45,C,542,C,61,C,-9,C,340,C,187,C,241,C,70,C,390,C,241,C,148,C,100,C,262,C,40,C,43,C,6,C,231,C,7,C,199,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100102 03:00,0,C,411,C,10073,C,10305,C,10194,C,117,C,223,C,59,C,555,C,45,C,-9,C,340,C,186,C,239,C,70,C,379,C,239,C,145,C,100,C,266,C,40,C,34,C,7,C,222,C,6,C,193,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100102 04:00,0,C,413,C,10075,C,10306,C,10192,C,98,C,204,C,66,C,565,C,66,C,-9,C,340,C,186,C,237,C,68,C,379,C,237,C,143,C,99,C,261,C,39,C,43,C,7,C,223,C,6,C,194,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100102 05:00,0,C,416,C,10069,C,10309,C,10192,C,87,C,208,C,78,C,578,C,50,C,-20,C,340,C,184,C,234,C,61,C,379,C,234,C,140,C,99,C,263,C,40,C,29,C,6,C,209,C,7,C,205,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100102 06:00,0,C,418,C,10070,C,10309,C,10194,C,105,C,185,C,82,C,564,C,64,C,-20,C,340,C,183,C,232,C,61,C,379,C,232,C,139,C,97,C,264,C,38,C,43,C,7,C,216,C,6,C,189,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100102 07:00,0,C,418,C,10075,C,10314,C,10196,C,124,C,158,C,106,C,552,C,59,C,-22,C,340,C,182,C,232,C,50,C,379,C,232,C,137,C,98,C,263,C,36,C,32,C,6,C,197,C,7,C,196,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100102 08:00,0,C,415,C,10078,C,10316,C,10198,C,140,C,127,C,97,C,570,C,66,C,-29,C,340,C,183,C,235,C,61,C,379,C,235,C,138,C,100,C,259,C,36,C,27,C,7,C,214,C,6,C,189,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100102 09:00,0,C,403,C,10079,C,10319,C,10203,C,170,C,129,C,84,C,569,C,48,C,-9,C,340,C,189,C,247,C,70,C,379,C,247,C,148,C,108,C,260,C,40,C,25,C,7,C,193,C,6,C,185,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100102 10:00,0,C,389,C,10075,C,10321,C,10203,C,173,C,128,C,82,C,544,C,73,C,0,C,351,C,194,C,261,C,109,C,390,C,261,C,163,C,113,C,257,C,43,C,11,C,7,C,218,C,6,C,183,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100102 11:00,0,C,374,C,10070,C,10318,C,10200,C,177,C,141,C,80,C,550,C,52,C,10,C,356,C,198,C,276,C,129,C,410,C,276,C,179,C,119,C,255,C,46,C,9,C,7,C,219,C,6,C,205,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100102 12:00,0,C,363,C,10066,C,10311,C,10192,C,185,C,105,C,110,C,554,C,47,C,19,C,351,C,202,C,288,C,151,C,421,C,287,C,192,C,121,C,256,C,50,C,13,C,6,C,219,C,7,C,216,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100102 13:00,0,C,355,C,10064,C,10305,C,10187,C,173,C,106,C,101,C,568,C,52,C,30,C,360,C,205,C,295,C,171,C,428,C,295,C,202,C,120,C,256,C,51,C,5,C,7,C,239,C,6,C,233,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100102 14:00,0,C,351,C,10057,C,10302,C,10183,C,171,C,113,C,104,C,559,C,54,C,30,C,360,C,207,C,299,C,171,C,428,C,299,C,207,C,120,C,254,C,49,C,16,C,7,C,228,C,6,C,222,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100102 15:00,0,C,351,C,10055,C,10303,C,10185,C,141,C,105,C,110,C,584,C,60,C,39,C,360,C,208,C,299,C,160,C,428,C,299,C,207,C,119,C,255,C,49,C,13,C,7,C,250,C,6,C,203,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100102 16:00,-7777,C,357,C,10056,C,10305,C,10188,C,166,C,87,C,116,C,564,C,67,C,30,C,356,C,208,C,293,C,151,C,421,C,293,C,201,C,115,C,259,C,43,C,16,C,7,C,238,C,6,C,204,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100102 17:00,-7777,C,367,C,10061,C,10305,C,10190,C,153,C,106,C,104,C,574,C,63,C,39,C,360,C,207,C,283,C,140,C,421,C,283,C,191,C,111,C,256,C,39,C,9,C,7,C,233,C,6,C,185,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100102 18:00,0,C,375,C,10065,C,10306,C,10192,C,116,C,129,C,109,C,594,C,52,C,30,C,360,C,207,C,275,C,129,C,410,C,275,C,182,C,109,C,255,C,36,C,11,C,7,C,224,C,6,C,184,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100102 19:00,0,C,380,C,10067,C,10305,C,10194,C,126,C,169,C,77,C,595,C,34,C,30,C,356,C,205,C,270,C,120,C,410,C,270,C,177,C,108,C,256,C,37,C,16,C,7,C,185,C,6,C,183,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100102 20:00,0,C,384,C,10071,C,10305,C,10194,C,109,C,170,C,72,C,584,C,66,C,19,C,356,C,203,C,266,C,109,C,399,C,266,C,171,C,109,C,255,C,39,C,20,C,7,C,204,C,6,C,195,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100102 21:00,0,C,389,C,10066,C,10304,C,10193,C,118,C,167,C,79,C,584,C,52,C,14,C,356,C,201,C,261,C,100,C,399,C,261,C,167,C,108,C,257,C,38,C,11,C,7,C,216,C,6,C,191,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100102 22:00,0,C,392,C,10065,C,10304,C,10193,C,113,C,176,C,74,C,596,C,41,C,0,C,356,C,198,C,258,C,100,C,399,C,258,C,163,C,107,C,257,C,40,C,20,C,7,C,234,C,6,C,198,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100102 23:00,0,C,397,C,10065,C,10304,C,10193,C,139,C,186,C,72,C,557,C,47,C,0,C,356,C,195,C,253,C,90,C,392,C,253,C,160,C,105,C,259,C,41,C,16,C,6,C,209,C,7,C,206,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100103 00:00,0,C,401,C,10066,C,10303,C,10191,C,116,C,193,C,70,C,545,C,75,C,-9,C,351,C,192,C,249,C,81,C,399,C,249,C,154,C,105,C,263,C,41,C,23,C,7,C,209,C,6,C,208,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100103 01:00,0,C,406,C,10068,C,10304,C,10190,C,134,C,210,C,71,C,531,C,55,C,-9,C,340,C,189,C,244,C,70,C,392,C,244,C,150,C,103,C,262,C,42,C,38,C,7,C,207,C,6,C,196,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100103 02:00,0,C,408,C,10072,C,10306,C,10192,C,131,C,221,C,45,C,541,C,63,C,-9,C,351,C,189,C,242,C,70,C,390,C,242,C,148,C,102,C,261,C,39,C,38,C,6,C,219,C,7,C,199,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100103 03:00,0,C,411,C,10070,C,10308,C,10193,C,120,C,222,C,59,C,552,C,48,C,-9,C,340,C,187,C,239,C,68,C,390,C,239,C,145,C,101,C,265,C,39,C,32,C,7,C,216,C,6,C,193,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100103 04:00,0,C,413,C,10069,C,10306,C,10191,C,101,C,204,C,69,C,560,C,67,C,-20,C,340,C,186,C,237,C,61,C,379,C,237,C,143,C,100,C,262,C,39,C,38,C,7,C,215,C,6,C,198,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100103 05:00,0,C,416,C,10066,C,10309,C,10191,C,85,C,208,C,78,C,579,C,50,C,-20,C,351,C,185,C,234,C,50,C,379,C,234,C,139,C,100,C,262,C,40,C,27,C,7,C,207,C,6,C,206,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100103 06:00,0,C,417,C,10067,C,10310,C,10193,C,98,C,185,C,89,C,568,C,59,C,-29,C,340,C,184,C,233,C,50,C,379,C,233,C,138,C,98,C,263,C,38,C,40,C,7,C,222,C,6,C,192,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100103 07:00,0,C,418,C,10074,C,10314,C,10195,C,127,C,159,C,107,C,546,C,61,C,-22,C,340,C,182,C,232,C,50,C,379,C,232,C,137,C,99,C,263,C,37,C,36,C,7,C,200,C,6,C,199,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100103 08:00,0,C,415,C,10075,C,10317,C,10199,C,152,C,125,C,95,C,560,C,68,C,-29,C,351,C,183,C,235,C,50,C,379,C,235,C,138,C,101,C,259,C,37,C,29,C,7,C,225,C,6,C,192,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100103 09:00,0,C,403,C,10075,C,10320,C,10202,C,175,C,134,C,77,C,565,C,50,C,-20,C,351,C,189,C,247,C,70,C,390,C,247,C,147,C,109,C,261,C,41,C,22,C,7,C,209,C,6,C,186,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100103 10:00,0,C,389,C,10073,C,10321,C,10203,C,174,C,132,C,75,C,550,C,68,C,0,C,356,C,193,C,261,C,104,C,392,C,261,C,162,C,115,C,257,C,44,C,11,C,7,C,231,C,6,C,182,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100103 11:00,0,C,375,C,10069,C,10318,C,10200,C,178,C,141,C,73,C,560,C,48,C,10,C,356,C,197,C,276,C,122,C,410,C,275,C,177,C,121,C,257,C,47,C,9,C,7,C,231,C,6,C,198,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100103 12:00,0,C,364,C,10064,C,10311,C,10192,C,178,C,105,C,110,C,562,C,44,C,19,C,360,C,201,C,286,C,151,C,421,C,286,C,190,C,122,C,257,C,50,C,16,C,6,C,220,C,7,C,219,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100103 13:00,0,C,356,C,10059,C,10306,C,10186,C,166,C,109,C,104,C,576,C,45,C,19,C,360,C,204,C,294,C,160,C,428,C,294,C,200,C,122,C,256,C,52,C,7,C,7,C,238,C,6,C,236,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100103 14:00,0,C,352,C,10054,C,10302,C,10183,C,165,C,117,C,106,C,562,C,50,C,30,C,360,C,206,C,298,C,160,C,428,C,298,C,205,C,122,C,255,C,51,C,18,C,7,C,232,C,6,C,222,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100103 15:00,0,C,353,C,10053,C,10303,C,10184,C,143,C,105,C,110,C,581,C,61,C,39,C,360,C,207,C,298,C,160,C,428,C,297,C,204,C,122,C,256,C,50,C,14,C,7,C,244,C,6,C,208,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100103 16:00,-7777,C,359,C,10054,C,10305,C,10187,C,167,C,88,C,119,C,563,C,63,C,32,C,360,C,207,C,292,C,151,C,421,C,291,C,198,C,117,C,261,C,44,C,16,C,7,C,236,C,6,C,202,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100103 17:00,-7777,C,369,C,10057,C,10305,C,10189,C,160,C,104,C,113,C,570,C,54,C,39,C,356,C,206,C,281,C,129,C,421,C,281,C,188,C,112,C,258,C,39,C,9,C,7,C,237,C,6,C,183,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100103 18:00,0,C,376,C,10061,C,10305,C,10191,C,117,C,131,C,115,C,585,C,52,C,30,C,360,C,206,C,274,C,129,C,410,C,274,C,180,C,110,C,257,C,37,C,11,C,7,C,225,C,6,C,186,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100103 19:00,0,C,381,C,10066,C,10305,C,10193,C,112,C,171,C,81,C,596,C,40,C,30,C,356,C,204,C,269,C,109,C,410,C,269,C,174,C,111,C,259,C,37,C,14,C,8,C,186,C,7,C,185,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100103 20:00,0,C,386,C,10066,C,10305,C,10193,C,110,C,176,C,79,C,579,C,56,C,10,C,356,C,202,C,264,C,104,C,399,C,264,C,169,C,111,C,257,C,39,C,20,C,7,C,206,C,6,C,195,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100103 21:00,0,C,390,C,10061,C,10305,C,10192,C,113,C,178,C,86,C,576,C,47,C,10,C,351,C,199,C,260,C,100,C,399,C,260,C,164,C,110,C,259,C,38,C,11,C,7,C,211,C,6,C,200,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100103 22:00,0,C,393,C,10062,C,10306,C,10192,C,108,C,187,C,72,C,590,C,43,C,0,C,356,C,197,C,257,C,90,C,399,C,257,C,161,C,109,C,259,C,41,C,18,C,7,C,238,C,6,C,206,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100103 23:00,0,C,397,C,10064,C,10306,C,10192,C,128,C,197,C,69,C,555,C,51,C,0,C,356,C,194,C,253,C,86,C,392,C,253,C,158,C,107,C,262,C,41,C,16,C,7,C,215,C,6,C,206,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100104 00:00,0,C,402,C,10064,C,10306,C,10190,C,120,C,205,C,70,C,536,C,68,C,-9,C,351,C,190,C,248,C,70,C,399,C,248,C,151,C,106,C,266,C,42,C,22,C,7,C,218,C,6,C,202,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100104 01:00,0,C,407,C,10067,C,10304,C,10189,C,136,C,216,C,75,C,520,C,52,C,-20,C,340,C,187,C,243,C,68,C,390,C,243,C,147,C,106,C,264,C,43,C,31,C,7,C,212,C,6,C,202,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100104 02:00,0,C,410,C,10071,C,10306,C,10191,C,126,C,230,C,47,C,532,C,65,C,-20,C,340,C,186,C,240,C,61,C,390,C,240,C,145,C,103,C,264,C,40,C,34,C,6,C,218,C,7,C,217,C
